0.08893375	-0.039714515	-0.01935947	0.07785971	0.06546141	0.06883964	0.079205506	0.07393946	-0.032031536	0.073884785
0.08893375	-0.039714515	-0.01935947	0.07785971	0.06546141	0.06883964	0.079205506	0.07393946	-0.032031536	0.073884785
0.08893375	-0.039714515	-0.01935947	0.07785971	0.06546141	0.06883964	0.079205506	0.07393946	-0.032031536	0.073884785
0.088124275	-0.038808107	-0.018445313	0.07708426	0.064694874	0.06799311	0.07841426	0.07314489	-0.031126976	0.07307854
0.08893375	-0.039714515	-0.01935947	0.07785971	0.06546141	0.06883964	0.079205506	0.07393946	-0.032031536	0.073884785
0.08893375	-0.039714515	-0.01935947	0.07785971	0.06546141	0.06883964	0.079205506	0.07393946	-0.032031536	0.073884785
0.092203416	-0.04329592	-0.023031473	0.08118476	0.068645805	0.07214555	0.082542926	0.07719935	-0.035605073	0.077193476
0.014000472	0.04448948	0.06607733	0.0025767423	-0.009107411	-0.007517576	0.0018166192	-0.00073492527	0.050609052	-0.003138721
0.08893375	-0.039714515	-0.01935947	0.07785971	0.06546141	0.06883964	0.079205506	0.07393946	-0.032031536	0.073884785
0.08893375	-0.039714515	-0.01935947	0.07785971	0.06546141	0.06883964	0.079205506	0.07393946	-0.032031536	0.073884785
0.13759093	-0.09185535	-0.07242608	0.12710166	0.11312061	0.11845506	0.12915018	0.12254225	-0.084222496	0.12386307
0.017010182	0.039415006	0.059699275	0.0066673383	-0.0049595833	-0.003702581	0.0059898235	0.0024377778	0.045009702	0.0013896786
0.08893375	-0.039714515	-0.01935947	0.07785971	0.06546141	0.06883964	0.079205506	0.07393946	-0.032031536	0.073884785
0.08893375	-0.039714515	-0.01935947	0.07785971	0.06546141	0.06883964	0.079205506	0.07393946	-0.032031536	0.073884785
0.08893375	-0.039714515	-0.01935947	0.07785971	0.06546141	0.06883964	0.079205506	0.07393946	-0.032031536	0.073884785
0.08893375	-0.039714515	-0.01935947	0.07785971	0.06546141	0.06883964	0.079205506	0.07393946	-0.032031536	0.073884785
0.12837358	-0.08163613	-0.062483966	0.117803216	0.10398734	0.109109595	0.11959067	0.11326948	-0.07413703	0.11398442
